time,x_real,y_real,SOC,power,rpm,mtr_temp
465.00,-4.36,0.31,97.68,-115.00,534.75,32.79
466.00,-4.49,0.27,97.67,-115.00,535.90,32.82
467.00,-4.55,0.05,97.67,-115.00,537.05,32.84
468.00,-4.58,0.39,97.66,-115.00,538.20,32.87
469.00,-4.22,0.09,97.66,-115.00,539.35,32.90
470.00,-4.30,0.04,97.65,-115.00,540.50,32.93
471.00,-4.69,0.43,97.65,-115.00,541.65,32.95
472.00,-4.45,0.40,97.64,-115.00,542.80,32.98
473.00,-4.40,0.25,97.64,-115.00,543.95,33.01
474.00,-4.44,0.41,97.63,-115.00,545.10,33.04
475.00,-4.53,0.22,97.63,-115.00,546.25,33.06
476.00,-4.26,0.48,97.62,-115.00,547.40,33.09
477.00,-4.29,0.44,97.62,-115.00,548.55,33.12
478.00,-4.46,0.30,97.61,-115.00,549.70,33.15
479.00,-4.51,0.47,97.61,-115.00,550.85,33.17
480.00,-4.62,0.18,97.60,-115.00,552.00,33.20
481.00,-4.81,0.31,97.60,-115.00,553.15,33.23
482.00,-4.45,0.01,97.59,-115.00,554.30,33.26
483.00,-4.63,0.17,97.59,-115.00,555.45,33.28
484.00,-4.47,0.43,97.58,-115.00,556.60,33.31
485.00,-4.83,0.11,97.58,-115.00,557.75,33.34
486.00,-4.63,0.14,97.57,-115.00,558.90,33.37
487.00,-4.65,0.18,97.57,-115.00,560.05,33.39
488.00,-4.75,0.40,97.56,-115.00,561.20,33.42
489.00,-4.64,0.07,97.56,-115.00,562.35,33.45
490.00,-4.57,0.11,97.55,-115.00,563.50,33.48
491.00,-4.87,0.35,97.55,-115.00,564.65,33.50
492.00,-4.91,0.37,97.54,-115.00,565.80,33.53
493.00,-4.76,0.41,97.54,-115.00,566.95,33.56
494.00,-4.91,0.47,97.53,-115.00,568.10,33.59
495.00,-4.63,0.40,97.53,-115.00,569.25,33.61
496.00,-4.78,0.40,97.52,-115.00,570.40,33.64
497.00,-4.82,0.35,97.52,-115.00,571.55,33.67
498.00,-4.50,0.36,97.51,-115.00,572.70,33.70
499.00,-4.55,0.07,97.51,-115.00,573.85,33.72
500.00,-4.51,0.47,97.50,-115.00,575.00,33.75
501.00,-4.99,0.34,97.50,-115.00,576.15,33.78
502.00,-4.81,0.48,97.49,-115.00,577.30,33.81
503.00,-4.86,0.47,97.49,-115.00,578.45,33.83
504.00,-4.65,0.03,97.48,-115.00,579.60,33.86
505.00,-4.72,0.25,97.48,-115.00,580.75,33.89
506.00,-4.70,0.43,97.47,-115.00,581.90,33.92
507.00,-4.80,0.23,97.47,-115.00,583.05,33.94
508.00,-4.95,0.18,97.46,-115.00,584.20,33.97
509.00,-4.90,0.20,97.46,-115.00,585.35,34.00
510.00,-4.74,0.08,97.45,-115.00,586.50,34.03
511.00,-4.88,0.12,97.45,-115.00,587.65,34.05
512.00,-4.96,0.08,97.44,-115.00,588.80,34.08
513.00,-4.63,0.43,97.44,-115.00,589.95,34.11
514.00,-4.75,0.07,97.43,-115.00,591.10,34.14
515.00,-4.95,0.46,97.43,-115.00,592.25,34.16
516.00,-5.05,0.42,97.42,-115.00,593.40,34.19
517.00,-5.03,0.45,97.42,-115.00,594.55,34.22
518.00,-4.83,0.00,97.41,-115.00,595.70,34.25
519.00,-5.03,0.17,97.41,-115.00,596.85,34.27
520.00,-4.79,0.37,97.40,-115.00,598.00,34.30
521.00,-4.96,0.15,97.40,-115.00,599.15,34.33
522.00,-4.87,0.12,97.39,-115.00,600.30,34.36
523.00,-5.11,0.16,97.39,-115.00,601.45,34.38
524.00,-4.86,0.05,97.38,-115.00,602.60,34.41
525.00,-4.86,0.44,97.38,-115.00,603.75,34.44
526.00,-4.84,0.32,97.37,-115.00,604.90,34.47
527.00,-5.02,0.46,97.37,-115.00,606.05,34.49
528.00,-4.85,0.42,97.36,-115.00,607.20,34.52
529.00,-4.93,0.32,97.36,-115.00,608.35,34.55
530.00,-5.21,0.48,97.35,-115.00,609.50,34.58
531.00,-5.06,0.37,97.35,-115.00,610.65,34.60
532.00,-5.07,0.19,97.34,-115.00,611.80,34.63
533.00,-5.12,0.12,97.34,-115.00,612.95,34.66
534.00,-5.03,0.06,97.33,-115.00,614.10,34.69
535.00,-4.94,0.48,97.33,-115.00,615.25,34.71
536.00,-5.09,0.39,97.32,-115.00,616.40,34.74
537.00,-5.28,0.37,97.32,-115.00,617.55,34.77
538.00,-5.31,0.46,97.31,-115.00,618.70,34.80
539.00,-5.21,0.22,97.31,-115.00,619.85,34.82
540.00,-4.97,0.09,97.30,-115.00,621.00,34.85
541.00,-5.22,0.46,97.30,-115.00,622.15,34.88
542.00,-5.23,0.35,97.29,-115.00,623.30,34.91
543.00,-5.23,0.11,97.29,-115.00,624.45,34.93
544.00,-5.08,0.35,97.28,-115.00,625.60,34.96
545.00,-5.27,0.17,97.28,-115.00,626.75,34.99
546.00,-5.27,0.25,97.27,-115.00,627.90,35.02
547.00,-5.33,0.49,97.27,-115.00,629.05,35.04
548.00,-5.16,0.33,97.26,-115.00,630.20,35.07
549.00,-5.22,0.19,97.26,-115.00,631.35,35.10
550.00,-5.30,0.26,97.25,-115.00,632.50,35.13
551.00,-5.47,0.44,97.25,-115.00,633.65,35.15
552.00,-5.15,0.38,97.24,-115.00,634.80,35.18
553.00,-5.31,0.31,97.24,-115.00,635.95,35.21
554.00,-5.22,0.50,97.23,-115.00,637.10,35.24
555.00,-5.17,0.42,97.23,-115.00,638.25,35.26
556.00,-5.21,0.09,97.22,-115.00,639.40,35.29
557.00,-5.41,0.19,97.22,-115.00,640.55,35.32
558.00,-5.25,0.05,97.21,-115.00,641.70,35.35
559.00,-5.09,0.28,97.21,-115.00,642.85,35.37
560.00,-5.19,0.25,97.20,-115.00,644.00,35.40
561.00,-5.15,0.44,97.20,-115.00,645.15,35.43
562.00,-5.22,0.28,97.19,-115.00,646.30,35.46
563.00,-5.60,0.06,97.19,-115.00,647.45,35.48
564.00,-5.23,0.44,97.18,-115.00,648.60,35.51
565.00,-5.25,0.21,97.18,-115.00,649.75,35.54
566.00,-5.36,0.47,97.17,-115.00,650.90,35.57
567.00,-5.22,0.36,97.17,-115.00,652.05,35.59
568.00,-5.32,0.36,97.16,-115.00,653.20,35.62
569.00,-5.25,0.21,97.16,-115.00,654.35,35.65
570.00,-5.29,0.15,97.15,-115.00,655.50,35.68
571.00,-5.36,0.19,97.15,-115.00,656.65,35.70
572.00,-5.66,0.25,97.14,-115.00,657.80,35.73
573.00,-5.26,0.14,97.14,-115.00,658.95,35.76
574.00,-5.62,0.11,97.13,-115.00,660.10,35.79
575.00,-5.35,0.41,97.13,-115.00,661.25,35.81
576.00,-5.67,0.44,97.12,-115.00,662.40,35.84
577.00,-5.51,0.01,97.12,-115.00,663.55,35.87
578.00,-5.39,0.19,97.11,-115.00,664.70,35.90
579.00,-5.54,0.45,97.11,-115.00,665.85,35.92
580.00,-5.40,0.24,97.10,-115.00,667.00,35.95
581.00,-5.57,0.21,97.10,-115.00,668.15,35.98
582.00,-5.73,0.13,97.09,-115.00,669.30,36.01
583.00,-5.48,0.32,97.09,-115.00,670.45,36.03
584.00,-5.41,0.09,97.08,-115.00,671.60,36.06
585.00,-5.36,0.15,97.08,-115.00,672.75,36.09
586.00,-5.73,0.05,97.07,-115.00,673.90,36.12
587.00,-5.40,0.18,97.07,-115.00,675.05,36.14
588.00,-5.87,0.20,97.06,-115.00,676.20,36.17
589.00,-5.71,0.39,97.06,-115.00,677.35,36.20
590.00,-5.56,0.11,97.05,-115.00,678.50,36.23
591.00,-5.62,0.35,97.05,-115.00,679.65,36.25
592.00,-5.50,0.37,97.04,-115.00,680.80,36.28
593.00,-5.49,0.49,97.04,-115.00,681.95,36.31
594.00,-5.85,0.11,97.03,-115.00,683.10,36.34
595.00,-5.46,0.09,97.03,-115.00,684.25,36.36
596.00,-5.95,0.41,97.02,-115.00,685.40,36.39
597.00,-5.70,0.14,97.02,-115.00,686.55,36.42
598.00,-5.64,0.26,97.01,-115.00,687.70,36.45
599.00,-5.80,0.38,97.01,-115.00,688.85,36.47
600.00,-5.94,0.08,97.00,-115.00,690.00,36.50
601.00,-5.98,0.11,97.00,-115.00,691.15,36.53
602.00,-5.55,0.32,96.99,-115.00,692.30,36.56
603.00,-5.97,0.15,96.99,-115.00,693.45,36.58
604.00,-5.75,0.37,96.98,-115.00,694.60,36.61
605.00,-5.55,0.25,96.98,-115.00,695.75,36.64
606.00,-5.59,0.26,96.97,-115.00,696.90,36.67
607.00,-5.90,0.01,96.97,-115.00,698.05,36.69
608.00,-6.04,0.21,96.96,-115.00,699.20,36.72
609.00,-5.71,0.42,96.96,-115.00,700.35,36.75
610.00,-5.96,0.11,96.95,-115.00,701.50,36.78
611.00,-5.71,0.04,96.95,-115.00,702.65,36.80
612.00,-5.80,0.12,96.94,-115.00,703.80,36.83
613.00,-5.75,0.47,96.94,-115.00,704.95,36.86
614.00,-5.91,0.09,96.93,-115.00,706.10,36.89
615.00,-5.86,0.22,96.93,-115.00,707.25,36.91
616.00,-5.70,0.49,96.92,-115.00,708.40,36.94
617.00,-6.09,0.32,96.92,-115.00,709.55,36.97
618.00,-6.07,0.49,96.91,-115.00,710.70,37.00
619.00,-5.73,0.10,96.91,-115.00,711.85,37.02
620.00,-6.13,0.46,96.90,-115.00,713.00,37.05
621.00,-5.76,0.36,96.90,-115.00,714.15,37.08
622.00,-5.94,0.16,96.89,-115.00,715.30,37.11
623.00,-5.99,0.47,96.89,-115.00,716.45,37.13
624.00,-5.84,0.39,96.88,-115.00,717.60,37.16
625.00,-6.21,0.43,96.88,-115.00,718.75,37.19
626.00,-6.16,0.42,96.87,-115.00,719.90,37.22
627.00,-6.09,0.06,96.87,-115.00,721.05,37.24
628.00,-5.89,0.21,96.86,-115.00,722.20,37.27
629.00,-6.23,0.18,96.86,-115.00,723.35,37.30
630.00,-5.88,0.02,96.85,-115.00,724.50,37.33
631.00,-5.90,0.06,96.85,-115.00,725.65,37.35
632.00,-6.13,0.23,96.84,-115.00,726.80,37.38
633.00,-5.87,0.04,96.84,-115.00,727.95,37.41
634.00,-5.99,0.24,96.83,-115.00,729.10,37.44
635.00,-6.06,0.06,96.83,-115.00,730.25,37.46
636.00,-6.33,0.46,96.82,-115.00,731.40,37.49
637.00,-6.07,0.18,96.82,-115.00,732.55,37.52
638.00,-6.21,0.08,96.81,-115.00,733.70,37.55
639.00,-6.12,0.15,96.81,-115.00,734.85,37.57
640.00,-5.90,0.46,96.80,-115.00,736.00,37.60
641.00,-6.00,0.34,96.80,-115.00,737.15,37.63
642.00,-6.11,0.29,96.79,-115.00,738.30,37.66
643.00,-5.94,0.37,96.79,-115.00,739.45,37.68
644.00,-6.03,0.13,96.78,-115.00,740.60,37.71
645.00,-6.42,0.10,96.78,-115.00,741.75,37.74
646.00,-6.20,0.01,96.77,-115.00,742.90,37.77
647.00,-6.01,0.15,96.77,-115.00,744.05,37.79
648.00,-6.32,0.27,96.76,-115.00,745.20,37.82
649.00,-6.06,0.36,96.76,-115.00,746.35,37.85
650.00,-6.21,0.24,96.75,-115.00,747.50,37.88
651.00,-6.50,0.19,96.75,-115.00,748.65,37.90
652.00,-6.07,0.39,96.74,-115.00,749.80,37.93
653.00,-6.46,0.17,96.74,-115.00,750.95,37.96
654.00,-6.38,0.23,96.73,-115.00,752.10,37.99
655.00,-6.08,0.28,96.73,-115.00,753.25,38.01
656.00,-6.10,0.41,96.72,-115.00,754.40,38.04
657.00,-6.26,0.25,96.72,-115.00,755.55,38.07
658.00,-6.57,0.36,96.71,-115.00,756.70,38.10
659.00,-6.12,0.25,96.71,-115.00,757.85,38.12
660.00,-6.24,0.17,96.70,-115.00,759.00,38.15
661.00,-6.43,0.26,96.70,-115.00,760.15,38.18
662.00,-6.17,0.27,96.69,-115.00,761.30,38.21
663.00,-6.16,0.40,96.69,-115.00,762.45,38.23
664.00,-6.43,0.33,96.68,-115.00,763.60,38.26
665.00,-6.63,0.19,96.68,-115.00,764.75,38.29
666.00,-6.33,0.31,96.67,-115.00,765.90,38.32
667.00,-6.32,0.40,96.67,-115.00,767.05,38.34
668.00,-6.31,0.06,96.66,-115.00,768.20,38.37
669.00,-6.64,0.05,96.66,-115.00,769.35,38.40
670.00,-6.70,0.38,96.65,-115.00,770.50,38.43
671.00,-6.53,0.29,96.65,-115.00,771.65,38.45
672.00,-6.57,0.43,96.64,-115.00,772.80,38.48
673.00,-6.50,0.37,96.64,-115.00,773.95,38.51
674.00,-6.41,0.26,96.63,-115.00,775.10,38.54
675.00,-6.68,0.14,96.63,-115.00,776.25,38.56
676.00,-6.30,0.04,96.62,-115.00,777.40,38.59
677.00,-6.73,0.12,96.62,-115.00,778.55,38.62
678.00,-6.30,0.49,96.61,-115.00,779.70,38.65
679.00,-6.79,0.07,96.61,-115.00,780.85,38.67
680.00,-6.67,0.21,96.60,-115.00,782.00,38.70
681.00,-6.56,0.41,96.60,-115.00,783.15,38.73
682.00,-6.75,0.00,96.59,-115.00,784.30,38.76
683.00,-6.64,0.36,96.59,-115.00,785.45,38.78
684.00,-6.79,0.45,96.58,-115.00,786.60,38.81
685.00,-6.76,0.09,96.58,-115.00,787.75,38.84
686.00,-6.38,0.37,96.57,-115.00,788.90,38.87
687.00,-6.44,0.15,96.57,-115.00,790.05,38.89
688.00,-6.71,0.17,96.56,-115.00,791.20,38.92
689.00,-6.88,0.46,96.56,-115.00,792.35,38.95
690.00,-6.85,0.22,96.55,-115.00,793.50,38.98
691.00,-6.71,0.22,96.55,-115.00,794.65,39.00
692.00,-6.91,0.21,96.54,-115.00,795.80,39.03
693.00,-6.58,0.12,96.54,-115.00,796.95,39.06
694.00,-6.49,0.11,96.53,-115.00,798.10,39.09
695.00,-6.81,0.47,96.53,-115.00,799.25,39.11
696.00,-6.64,0.37,96.52,-115.00,800.40,39.14
697.00,-6.60,0.05,96.52,-115.00,801.55,39.17
698.00,-6.68,0.31,96.51,-115.00,802.70,39.20
699.00,-6.67,0.46,96.51,-115.00,803.85,39.22
700.00,-6.56,0.35,96.50,-115.00,805.00,39.25
701.00,-6.98,0.42,96.50,-115.00,806.15,39.28
702.00,-6.57,0.44,96.49,-115.00,807.30,39.31
703.00,-6.60,0.28,96.49,-115.00,808.45,39.33
704.00,-6.74,0.01,96.48,-115.00,809.60,39.36
705.00,-6.78,0.38,96.48,-115.00,810.75,39.39
706.00,-6.95,0.14,96.47,-115.00,811.90,39.42
707.00,-6.74,0.21,96.47,-115.00,813.05,39.44
708.00,-6.71,0.02,96.46,-115.00,814.20,39.47
709.00,-6.74,0.36,96.46,-115.00,815.35,39.50
710.00,-6.82,0.41,96.45,-115.00,816.50,39.53
711.00,-6.97,0.01,96.45,-115.00,817.65,39.55
712.00,-6.77,0.22,96.44,-115.00,818.80,39.58
713.00,-6.77,0.08,96.44,-115.00,819.95,39.61
714.00,-6.66,0.20,96.43,-115.00,821.10,39.64
715.00,-7.13,0.37,96.43,-115.00,822.25,39.66
716.00,-6.71,0.41,96.42,-115.00,823.40,39.69
717.00,-6.89,0.47,96.42,-115.00,824.55,39.72
718.00,-7.05,0.03,96.41,-115.00,825.70,39.75
719.00,-6.75,0.20,96.41,-115.00,826.85,39.77
720.00,-6.73,0.03,96.40,-115.00,828.00,39.80
721.00,-7.13,0.39,96.40,-115.00,829.15,39.83
722.00,-6.79,0.06,96.39,-115.00,830.30,39.86
723.00,-7.17,0.18,96.39,-115.00,831.45,39.88
724.00,-6.79,0.25,96.38,-115.00,832.60,39.91
725.00,-6.93,0.23,96.38,-115.00,833.75,39.94
726.00,-7.11,0.16,96.37,-115.00,834.90,39.97
727.00,-7.02,0.03,96.37,-115.00,836.05,39.99
728.00,-7.00,0.37,96.36,-115.00,837.20,40.02
729.00,-7.05,0.19,96.36,-115.00,838.35,40.05
730.00,-6.80,0.22,96.35,-115.00,839.50,40.08
731.00,-6.82,0.17,96.35,-115.00,840.65,40.10
732.00,-6.88,0.42,96.34,-115.00,841.80,40.13
733.00,-6.88,0.05,96.34,-115.00,842.95,40.16
734.00,-6.89,0.31,96.33,-115.00,844.10,40.19
735.00,-6.86,0.28,96.33,-115.00,845.25,40.21
736.00,-7.03,0.17,96.32,-115.00,846.40,40.24
737.00,-6.96,0.34,96.32,-115.00,847.55,40.27
738.00,-6.91,0.46,96.31,-115.00,848.70,40.30
739.00,-7.38,0.41,96.31,-115.00,849.85,40.32
740.00,-7.09,0.20,96.30,-115.00,851.00,40.35
741.00,-6.99,0.13,96.30,-115.00,852.15,40.38
742.00,-7.09,0.37,96.29,-115.00,853.30,40.41
743.00,-7.15,0.38,96.29,-115.00,854.45,40.43
744.00,-7.00,0.48,96.28,-115.00,855.60,40.46
745.00,-7.29,0.11,96.28,-115.00,856.75,40.49
746.00,-7.29,0.20,96.27,-115.00,857.90,40.52
747.00,-7.20,0.02,96.27,-115.00,859.05,40.54
748.00,-7.02,0.43,96.26,-115.00,860.20,40.57
749.00,-7.21,0.30,96.26,-115.00,861.35,40.60
750.00,-7.46,0.19,96.25,-115.00,862.50,40.63
751.00,-7.23,0.26,96.25,-115.00,863.65,40.65
752.00,-7.04,0.15,96.24,-115.00,864.80,40.68
753.00,-7.36,0.04,96.24,-115.00,865.95,40.71
754.00,-7.39,0.28,96.23,-115.00,867.10,40.74
755.00,-7.13,0.49,96.23,-115.00,868.25,40.76
756.00,-7.19,0.02,96.22,-115.00,869.40,40.79
757.00,-7.56,0.45,96.22,-115.00,870.55,40.82
758.00,-7.57,0.25,96.21,-115.00,871.70,40.85
759.00,-7.21,0.39,96.21,-115.00,872.85,40.87
760.00,-7.58,0.27,96.20,-115.00,874.00,40.90
761.00,-7.59,0.25,96.20,-115.00,875.15,40.93
762.00,-7.51,0.35,96.19,-115.00,876.30,40.96
763.00,-7.54,0.03,96.19,-115.00,877.45,40.98
764.00,-7.39,0.38,96.18,-115.00,878.60,41.01
765.00,-7.60,0.27,96.18,-115.00,879.75,41.04
766.00,-7.21,0.16,96.17,-115.00,880.90,41.07
767.00,-7.20,0.22,96.17,-115.00,882.05,41.09
768.00,-7.34,0.43,96.16,-115.00,883.20,41.12
769.00,-7.28,0.33,96.16,-115.00,884.35,41.15
770.00,-7.23,0.00,96.15,-115.00,885.50,41.18
771.00,-7.65,0.48,96.15,-115.00,886.65,41.20
772.00,-7.69,0.46,96.14,-115.00,887.80,41.23
773.00,-7.24,0.29,96.14,-115.00,888.95,41.26
774.00,-7.63,0.06,96.13,-115.00,890.10,41.29
775.00,-7.64,0.41,96.13,-115.00,891.25,41.31
776.00,-7.57,0.08,96.12,-115.00,892.40,41.34
777.00,-7.65,0.31,96.12,-115.00,893.55,41.37
778.00,-7.62,0.28,96.11,-115.00,894.70,41.40
779.00,-7.32,0.08,96.11,-115.00,895.85,41.42
780.00,-7.47,0.18,96.10,-115.00,897.00,41.45
781.00,-7.48,0.20,96.10,-115.00,898.15,41.48
782.00,-7.42,0.11,96.09,-115.00,899.30,41.51
783.00,-7.61,0.30,96.09,-115.00,900.45,41.53
784.00,-7.83,0.21,96.08,-115.00,901.60,41.56
785.00,-7.81,0.25,96.08,-115.00,902.75,41.59
786.00,-7.84,0.12,96.07,-115.00,903.90,41.62
787.00,-7.85,0.40,96.07,-115.00,905.05,41.64
788.00,-7.54,0.23,96.06,-115.00,906.20,41.67
789.00,-7.54,0.21,96.06,-115.00,907.35,41.70
790.00,-7.84,0.40,96.05,-115.00,908.50,41.73
791.00,-7.68,0.46,96.05,-115.00,909.65,41.75
792.00,-7.51,0.49,96.04,-115.00,910.80,41.78
793.00,-7.66,0.43,96.04,-115.00,911.95,41.81
794.00,-7.78,0.18,96.03,-115.00,913.10,41.84
795.00,-7.88,0.43,96.03,-115.00,914.25,41.86
796.00,-7.76,0.01,96.02,-115.00,915.40,41.89
797.00,-7.68,0.35,96.02,-115.00,916.55,41.92
798.00,-7.66,0.02,96.01,-115.00,917.70,41.95
799.00,-7.80,0.36,96.01,-115.00,918.85,41.97
800.00,-7.81,0.15,96.00,-115.00,920.00,42.00
801.00,-7.86,0.21,96.00,-115.00,921.15,42.03
802.00,-7.86,0.25,95.99,-115.00,922.30,42.06
803.00,-7.73,0.07,95.99,-115.00,923.45,42.08
804.00,-8.01,0.40,95.98,-115.00,924.60,42.11
805.00,-7.71,0.14,95.98,-115.00,925.75,42.14
806.00,-7.59,0.08,95.97,-115.00,926.90,42.17
807.00,-7.83,0.30,95.97,-115.00,928.05,42.19
808.00,-8.03,0.50,95.96,-115.00,929.20,42.22
809.00,-7.74,0.24,95.96,-115.00,930.35,42.25
810.00,-7.92,0.47,95.95,-115.00,931.50,42.28
811.00,-7.93,0.15,95.95,-115.00,932.65,42.30
812.00,-7.89,0.02,95.94,-115.00,933.80,42.33
813.00,-7.75,0.45,95.94,-115.00,934.95,42.36
814.00,-7.76,0.18,95.93,-115.00,936.10,42.39
815.00,-7.92,0.19,95.93,-115.00,937.25,42.41
816.00,-8.11,0.12,95.92,-115.00,938.40,42.44
817.00,-8.03,0.14,95.92,-115.00,939.55,42.47
818.00,-7.86,0.31,95.91,-115.00,940.70,42.50
819.00,-8.13,0.23,95.91,-115.00,941.85,42.52
820.00,-7.90,0.19,95.90,-115.00,943.00,42.55
821.00,-8.17,0.29,95.90,-115.00,944.15,42.58
822.00,-8.08,0.04,95.89,-115.00,945.30,42.61
823.00,-7.96,0.09,95.89,-115.00,946.45,42.63
824.00,-7.86,0.43,95.88,-115.00,947.60,42.66
825.00,-7.99,0.38,95.88,-115.00,948.75,42.69
826.00,-8.06,0.03,95.87,-115.00,949.90,42.72
827.00,-8.10,0.27,95.87,-115.00,951.05,42.74
828.00,-8.03,0.11,95.86,-115.00,952.20,42.77
829.00,-8.19,0.47,95.86,-115.00,953.35,42.80
830.00,-8.11,0.48,95.85,-115.00,954.50,42.83
831.00,-8.18,0.41,95.85,-115.00,955.65,42.85
832.00,-8.27,0.27,95.84,-115.00,956.80,42.88
833.00,-8.20,0.07,95.84,-115.00,957.95,42.91
834.00,-8.21,0.14,95.83,-115.00,959.10,42.94
835.00,-8.00,0.36,95.83,-115.00,960.25,42.96
836.00,-8.32,0.45,95.82,-115.00,961.40,42.99
837.00,-8.08,0.27,95.82,-115.00,962.55,43.02
838.00,-8.26,0.40,95.81,-115.00,963.70,43.05
839.00,-8.26,0.47,95.81,-115.00,964.85,43.07
840.00,-8.40,0.09,95.80,-115.00,966.00,43.10
841.00,-8.39,0.26,95.80,-115.00,967.15,43.13
842.00,-8.09,0.05,95.79,-115.00,968.30,43.16
843.00,-8.12,0.10,95.79,-115.00,969.45,43.18
844.00,-7.95,0.15,95.78,-115.00,970.60,43.21
845.00,-8.03,0.12,95.78,-115.00,971.75,43.24
846.00,-8.17,0.15,95.77,-115.00,972.90,43.27
847.00,-8.28,0.25,95.77,-115.00,974.05,43.29
848.00,-8.14,0.29,95.76,-115.00,975.20,43.32
849.00,-8.24,0.14,95.76,-115.00,976.35,43.35
850.00,-8.21,0.11,95.75,-115.00,977.50,43.38
851.00,-8.35,0.21,95.75,-115.00,978.65,43.40
852.00,-8.09,0.17,95.74,-115.00,979.80,43.43
853.00,-8.33,0.11,95.74,-115.00,980.95,43.46
854.00,-8.13,0.45,95.73,-115.00,982.10,43.49
855.00,-8.45,0.13,95.73,-115.00,983.25,43.51
856.00,-8.54,0.26,95.72,-115.00,984.40,43.54
857.00,-8.12,0.09,95.72,-115.00,985.55,43.57
858.00,-8.55,0.49,95.71,-115.00,986.70,43.60
859.00,-8.47,0.09,95.71,-115.00,987.85,43.62
860.00,-8.58,0.01,95.70,-115.00,989.00,43.65
861.00,-8.28,0.37,95.70,-115.00,990.15,43.68
862.00,-8.47,0.37,95.69,-115.00,991.30,43.71
863.00,-8.53,0.27,95.69,-115.00,992.45,43.73
864.00,-8.57,0.23,95.68,-115.00,993.60,43.76
865.00,-8.34,0.22,95.68,-115.00,994.75,43.79
866.00,-8.29,0.19,95.67,-115.00,995.90,43.82
867.00,-8.38,0.21,95.67,-115.00,997.05,43.84
868.00,-8.52,0.46,95.66,-115.00,998.20,43.87
869.00,-8.22,0.05,95.66,-115.00,999.35,43.90
870.00,-8.51,0.39,95.65,-115.00,1000.50,43.93
871.00,-8.71,0.09,95.65,-115.00,1001.65,43.95
872.00,-8.22,0.05,95.64,-115.00,1002.80,43.98
873.00,-8.40,0.35,95.64,-115.00,1003.95,44.01
874.00,-8.43,0.07,95.63,-115.00,1005.10,44.04
875.00,-8.33,0.09,95.63,-115.00,1006.25,44.06
876.00,-8.57,0.10,95.62,-115.00,1007.40,44.09
877.00,-8.30,0.46,95.62,-115.00,1008.55,44.12
878.00,-8.46,0.20,95.61,-115.00,1009.70,44.15
879.00,-8.31,0.11,95.61,-115.00,1010.85,44.17
880.00,-8.41,0.19,95.60,-115.00,1012.00,44.20
881.00,-8.51,0.20,95.60,-115.00,1013.15,44.23
882.00,-8.74,0.23,95.59,-115.00,1014.30,44.26
883.00,-8.77,0.49,95.59,-115.00,1015.45,44.28
884.00,-8.36,0.21,95.58,-115.00,1016.60,44.31
885.00,-8.45,0.40,95.58,-115.00,1017.75,44.34
886.00,-8.57,0.09,95.57,-115.00,1018.90,44.37
887.00,-8.39,0.36,95.57,-115.00,1020.05,44.39
888.00,-8.83,0.15,95.56,-115.00,1021.20,44.42
889.00,-8.45,0.01,95.56,-115.00,1022.35,44.45
890.00,-8.60,0.18,95.55,-115.00,1023.50,44.48
891.00,-8.78,0.37,95.55,-115.00,1024.65,44.50
892.00,-8.79,0.41,95.54,-115.00,1025.80,44.53
893.00,-8.76,0.41,95.54,-115.00,1026.95,44.56
894.00,-8.90,0.13,95.53,-115.00,1028.10,44.59
895.00,-8.53,0.06,95.53,-115.00,1029.25,44.61
896.00,-8.60,0.29,95.52,-115.00,1030.40,44.64
897.00,-8.50,0.14,95.52,-115.00,1031.55,44.67
898.00,-8.52,0.38,95.51,-115.00,1032.70,44.70
899.00,-8.98,0.06,95.51,-115.00,1033.85,44.72
900.00,-8.51,0.11,95.50,-115.00,1035.00,44.75
901.00,-8.87,0.03,95.50,-115.00,1036.15,44.78
902.00,-8.97,0.27,95.49,-115.00,1037.30,44.81
903.00,-8.72,0.15,95.49,-115.00,1038.45,44.83
904.00,-8.81,0.34,95.48,-115.00,1039.60,44.86
905.00,-8.82,0.31,95.48,-115.00,1040.75,44.89
906.00,-8.62,0.06,95.47,-115.00,1041.90,44.92
907.00,-8.81,0.37,95.47,-115.00,1043.05,44.94
908.00,-8.86,0.14,95.46,-115.00,1044.20,44.97
909.00,-9.05,0.35,95.46,-115.00,1045.35,45.00
910.00,-8.94,0.50,95.45,-115.00,1046.50,45.03
911.00,-8.79,0.49,95.45,-115.00,1047.65,45.05
912.00,-9.05,0.15,95.44,-115.00,1048.80,45.08
913.00,-8.78,0.15,95.44,-115.00,1049.95,45.11
914.00,-8.98,0.28,95.43,-115.00,1051.10,45.14
915.00,-8.88,0.32,95.43,-115.00,1052.25,45.16
916.00,-9.10,0.18,95.42,-115.00,1053.40,45.19
917.00,-8.98,0.45,95.42,-115.00,1054.55,45.22
918.00,-9.18,0.05,95.41,-115.00,1055.70,45.25
919.00,-8.97,0.30,95.41,-115.00,1056.85,45.27
920.00,-9.16,0.43,95.40,-115.00,1058.00,45.30
921.00,-9.00,0.07,95.40,-115.00,1059.15,45.33
922.00,-8.77,0.45,95.39,-115.00,1060.30,45.36
923.00,-9.07,0.20,95.39,-115.00,1061.45,45.38
924.00,-9.05,0.38,95.38,-115.00,1062.60,45.41
925.00,-9.23,0.31,95.38,-115.00,1063.75,45.44
926.00,-8.81,0.42,95.37,-115.00,1064.90,45.47
927.00,-8.93,0.10,95.37,-115.00,1066.05,45.49
